voc_id,title,content,user_role,user_id,equipment_id,alarm_code,category,priority,created_at,is_core,difficulty,expected_refusal,source_document_hint,expected_key_points
VOC-2026-0083,CLN-WET-01 대시보드 상태와 실제 가동 상태 불일치,"방금 인수인계 받았는데 CLN-WET-01 상태가 이상합니다. 점심시간 직전부터 발생한 상황이고, CLN-WET-01 대시보드에는 IDLE로 표시되어 있는데 현장 콘솔에서는 lot이 정상 진행 중입니다. 반대로 어제는 대시보드에 PRODUCTION으로 떠 있었는데 실제로는 PM 중이었던 적도 있어, 통신 단절(COMM-W-001/W-002) 또는 SECS/GEM 응답 지연(COMM-M-001) 영향으로 추정됩니다. FAQ-003 안내와 함께 임시 조치와 재발 방지 대응을 알려주세요 Recipe 파라미터는 정상 범위였고, 라인 정지 영향이 있어 빠른 회신이 필요합니다.",OP,U0018,CLN-WET-01,,설비 상태 불일치,URGENT,2026-04-03 14:34:23,N,filler,N,faq.md#sec-FAQ-003,
VOC-2026-0084,DIFF-FUR-01 대시보드 상태와 실제 가동 상태 불일치,"B조 운영입니다. DIFF-FUR-01 가동 중 발생했습니다. 오전 PM 작업 직후 발생한 상황이고, DIFF-FUR-01 대시보드에는 IDLE로 표시되어 있는데 현장 콘솔에서는 lot이 정상 진행 중입니다. 어떤 순서로 점검하면 좋을지 안내 부탁드립니다.",OP,U0025,DIFF-FUR-01,,설비 상태 불일치,NORMAL,2026-04-18 14:15:40,N,filler,N,faq.md#sec-FAQ-003,
VOC-2026-0085,권한 부족 — Trend CSV export,"오늘 화면 조작 중 막혀서 문의드립니다. 방금 직전 lot 종료 후 발생한 상황이고, Trend CSV 다운로드 버튼이 비활성화되어 있습니다. 다음 lot 시작 전까지 답변 부탁드립니다.",FIELD,U0019,,,권한 문제,HIGH,2026-04-10 16:34:13,N,filler,N,operation_policy.md#sec-POL-PERM-001,
VOC-2026-0086,권한 부족 — Recipe 조회,"오늘 화면 조작 중 막혀서 문의드립니다. 어제 야간조 인수인계 직후 발생한 상황이고, Recipe 조회 메뉴 자체가 좌측 사이드바에 보이지 않습니다. 관련 SOP가 있으면 알려주시면 감사하겠습니다.",EQ_ENG,U0007,,,권한 문제,NORMAL,2026-04-02 03:08:17,N,filler,N,operation_policy.md#sec-POL-PERM-001,
VOC-2026-0087,권한 부족 — Trend CSV export,"수율팀 소속 PROC_ENG입니다. 오늘 오전 9시경부터 발생한 상황이고, Trend CSV 다운로드 버튼이 비활성화되어 있습니다. 본인 역할은 PROC_ENG이고 평소에는 동일 메뉴를 사용해 왔는데, 오늘부터 갑자기 권한 부족 메시지가 표시되는 상황입니다. POL-PERM-001 권한 매트릭스 기준 본인 역할의 가능 작업과, 권한 변경/복구 신청 절차(POL-ACC-001)를 안내 부탁드립니다 Trend Chart에서 최근 24시간 추이를 확인해 봤는데 명확한 spike는 없어 보였고, 관련 SOP가 있으면 알려주시면 감사하겠습니다.",PROC_ENG,U0012,,,권한 문제,NORMAL,2026-04-10 06:55:02,N,filler,N,operation_policy.md#sec-POL-PERM-001,
VOC-2026-0088,권한 부족 — 임계치 변경 신청,"백서아(FIELD) 입니다. 점심시간 직전부터 발생한 상황이고, 알람 임계치 변경 신청 버튼을 눌렀더니 권한 부족이라고 합니다. 관련 SOP가 있으면 알려주시면 감사하겠습니다.",FIELD,U0020,,,권한 문제,NORMAL,2026-04-19 11:31:47,N,filler,N,operation_policy.md#sec-POL-PERM-001,
VOC-2026-0089,권한 부족 — Recipe 조회,"백서아(FIELD) 입니다. 어제부터 간헐적으로 발생한 상황이고, Recipe 조회 메뉴 자체가 좌측 사이드바에 보이지 않습니다. 여유 있을 때 회신 주시면 됩니다.",FIELD,U0020,,,권한 문제,LOW,2026-05-05 03:21:02,N,filler,N,operation_policy.md#sec-POL-PERM-001,
VOC-2026-0090,시스템 접속 오류 — OTP 인증이 계속 실패합니다,"오늘 출근 직후 접속이 안 되어 문의드립니다. 두 시간 전쯤부터 발생한 상황이고, OTP 인증이 계속 실패합니다. 어떤 순서로 점검하면 좋을지 안내 부탁드립니다.",PROC_ENG,U0012,,,시스템 접속 오류,NORMAL,2026-04-26 11:43:31,N,filler,N,system_user_manual.md#sec-SM-LOGIN-001|faq.md#sec-FAQ-001,
VOC-2026-0091,시스템 접속 오류 — 로그인 시 권한 없음 메시지가 뜹니다,"오늘 출근 직후 접속이 안 되어 문의드립니다. 두 시간 전쯤부터 발생한 상황이고, 로그인 시 권한 없음 메시지가 뜹니다. 신속한 진단 의견 부탁드립니다.",OP,U0013,,,시스템 접속 오류,HIGH,2026-04-12 14:06:09,N,filler,N,system_user_manual.md#sec-SM-LOGIN-001|faq.md#sec-FAQ-001,
VOC-2026-0092,시스템 접속 오류 — 계정이 잠겼다는 메시지가 표시됩니다,"오늘 출근 직후 접속이 안 되어 문의드립니다. 오전 PM 작업 직후 발생한 상황이고, 계정이 잠겼다는 메시지가 표시됩니다. 신속한 진단 의견 부탁드립니다.",FIELD,U0021,,,시스템 접속 오류,HIGH,2026-04-14 05:43:08,N,filler,N,system_user_manual.md#sec-SM-LOGIN-001|faq.md#sec-FAQ-001,
VOC-2026-0093,시스템 접속 오류 — OTP 인증이 계속 실패합니다,"오늘 출근 직후 접속이 안 되어 문의드립니다. 지난 주말 PM 이후 발생한 상황이고, OTP 인증이 계속 실패합니다. 어떤 순서로 점검하면 좋을지 안내 부탁드립니다.",EQ_ENG,U0003,,,시스템 접속 오류,NORMAL,2026-04-29 09:26:28,N,filler,N,system_user_manual.md#sec-SM-LOGIN-001|faq.md#sec-FAQ-001,
VOC-2026-0094,시스템 접속 오류 — OTP 인증이 계속 실패합니다,"수율팀 신예준(PROC_ENG) 입니다. 오전 PM 작업 직후 발생한 상황이고, OTP 인증이 계속 실패합니다. 조치 방향과 추가로 확인할 항목이 있으면 알려주세요.",PROC_ENG,U0011,,,시스템 접속 오류,NORMAL,2026-04-09 02:48:50,N,filler,N,system_user_manual.md#sec-SM-LOGIN-001|faq.md#sec-FAQ-001,
VOC-2026-0095,MECH-W-001 알람의 의미가 궁금합니다,"ETCH-DRY-02 라인 책임 운영자입니다. 확인 부탁드립니다. 어제부터 간헐적으로 발생한 상황이고, MECH-W-001 알람이 처음 보는 코드라 정확한 의미를 알고 싶습니다. 여유 있을 때 회신 주시면 됩니다.",OP,U0013,ETCH-DRY-02,MECH-W-001,알람 코드 의미 문의,LOW,2026-04-19 17:19:47,N,filler,N,alarm_code_guide.md#sec-AC-MECH-W-001,
VOC-2026-0096,REC-H-001 알람의 의미가 궁금합니다,"오늘 CMP-POL-02 정기 점검 중 발견했습니다. 방금 직전 lot 종료 후 발생한 상황이고, REC-H-001 알람이 처음 보는 코드라 정확한 의미를 알고 싶습니다. 조치 방향과 추가로 확인할 항목이 있으면 알려주세요.",EQ_ENG,U0007,CMP-POL-02,REC-H-001,알람 코드 의미 문의,NORMAL,2026-04-19 15:06:18,N,filler,N,alarm_code_guide.md#sec-AC-REC-H-001,
VOC-2026-0097,CHEM-H-001은 어떤 상태에서 뜨는 알람인가요,ETCH-WET-01 메인 챔버 가동 모니터링하다가 확인했습니다. CHEM-H-001 알람이 처음 보는 코드라 정확한 의미를 알고 싶습니다. 다음 lot 시작 전까지 답변 부탁드립니다.,EQ_ENG,U0006,ETCH-WET-01,CHEM-H-001,알람 코드 의미 문의,HIGH,2026-05-07 13:15:43,N,filler,N,alarm_code_guide.md#sec-AC-CHEM-H-001,
VOC-2026-0098,RF-C-001은 어떤 상태에서 뜨는 알람인가요,"THIN-CVD-02 현장 근접 점검 중 알람 표시를 확인했습니다. 오전 PM 작업 직후 발생한 상황이고, RF-C-001 알람이 처음 보는 코드라 정확한 의미를 알고 싶습니다. 관련 SOP가 있으면 알려주시면 감사하겠습니다.",FIELD,U0019,THIN-CVD-02,RF-C-001,알람 코드 의미 문의,NORMAL,2026-04-22 20:00:43,N,filler,N,alarm_code_guide.md#sec-AC-RF-C-001,
VOC-2026-0099,CHEM-W-001은 어떤 상태에서 뜨는 알람인가요,"방금 CMP-POL-03에서 알람 통보를 받고 즉시 확인했습니다. 오늘 오전 9시경부터 발생한 상황이고, CHEM-W-001 알람이 처음 보는 코드라 정확한 의미를 알고 싶습니다. 카테고리는 CHEM, severity는 W로 표시되어 있는데 이 알람이 정확히 어떤 상태에서 발생하는지, 임계치 조건과 우리 설비 타입(POL)에 적용 가능한지 알람코드설명서 §AC-CHEM-W-001를 인용해서 알려주세요 EAP 재시작은 한 번 시도해 봤지만 동일 증상이 다시 나타났으며, 어떤 순서로 점검하면 좋을지 안내 부탁드립니다.",EQ_ENG,U0002,CMP-POL-03,CHEM-W-001,알람 코드 의미 문의,NORMAL,2026-04-02 12:27:45,N,filler,N,alarm_code_guide.md#sec-AC-CHEM-W-001,
VOC-2026-0100,TEMP-C-001 알람의 의미가 궁금합니다,"수율 회의 준비 중 THIN-CVD-02 데이터에서 의문점이 생겼습니다. 오늘 오전 9시경부터 발생한 상황이고, TEMP-C-001 알람이 처음 보는 코드라 정확한 의미를 알고 싶습니다. 어떤 순서로 점검하면 좋을지 안내 부탁드립니다.",PROC_ENG,U0012,THIN-CVD-02,TEMP-C-001,알람 코드 의미 문의,NORMAL,2026-04-13 04:00:36,N,filler,N,alarm_code_guide.md#sec-AC-TEMP-C-001,
VOC-2026-0101,MECH-H-001 알람의 의미가 궁금합니다,"방금 THIN-CVD-03에서 알람 통보를 받고 즉시 확인했습니다. 점심시간 직전부터 발생한 상황이고, MECH-H-001 알람이 처음 보는 코드라 정확한 의미를 알고 싶습니다. 카테고리는 MECH, severity는 H로 표시되어 있는데 이 알람이 정확히 어떤 상태에서 발생하는지, 임계치 조건과 우리 설비 타입(CVD)에 적용 가능한지 알람코드설명서 §AC-MECH-H-001를 인용해서 알려주세요 운영 매뉴얼에 나와 있는 1차 조치는 이미 적용했는데 차도가 없어. 조치 방향과 추가로 확인할 항목이 있으면 알려주세요.",EQ_ENG,U0024,THIN-CVD-03,MECH-H-001,알람 코드 의미 문의,NORMAL,2026-05-14 06:54:30,N,filler,N,alarm_code_guide.md#sec-AC-MECH-H-001,
VOC-2026-0102,HV-H-001 정의 및 임계치 확인 요청,"B조 운영입니다. THIN-PVD-01 가동 중 발생했습니다. 방금 직전 lot 종료 후 발생한 상황이고, HV-H-001 알람이 처음 보는 코드라 정확한 의미를 알고 싶습니다. 관련 SOP가 있으면 알려주시면 감사하겠습니다.",OP,U0014,THIN-PVD-01,HV-H-001,알람 코드 의미 문의,NORMAL,2026-04-25 04:54:05,N,filler,N,alarm_code_guide.md#sec-AC-HV-H-001,
VOC-2026-0103,GAS-W-001은 어떤 상태에서 뜨는 알람인가요,"DIFF-FUR-03 Z3 가동 모니터링하다가 확인했습니다. 두 시간 전쯤부터 발생한 상황이고, GAS-W-001 알람이 처음 보는 코드라 정확한 의미를 알고 싶습니다. 조치 방향과 추가로 확인할 항목이 있으면 알려주세요.",EQ_ENG,U0004,DIFF-FUR-03,GAS-W-001,알람 코드 의미 문의,NORMAL,2026-04-21 03:29:10,N,filler,N,alarm_code_guide.md#sec-AC-GAS-W-001,
VOC-2026-0104,TEMP-H-001 알람의 의미가 궁금합니다,"센서/배관 청소 작업 중 ETCH-DRY-03에서 평소와 다른 점이 보였습니다. 어제 야간조 인수인계 직후 발생한 상황이고, TEMP-H-001 알람이 처음 보는 코드라 정확한 의미를 알고 싶습니다. 다음 lot 시작 전까지 답변 부탁드립니다.",FIELD,U0021,ETCH-DRY-03,TEMP-H-001,알람 코드 의미 문의,HIGH,2026-05-04 22:27:25,N,filler,N,alarm_code_guide.md#sec-AC-TEMP-H-001,
VOC-2026-0105,DOSE-C-001은 어떤 상태에서 뜨는 알람인가요,"B조 운영입니다. IMP-HCI-02 가동 중 발생했습니다. 방금 직전 lot 종료 후 발생한 상황이고, DOSE-C-001 알람이 처음 보는 코드라 정확한 의미를 알고 싶습니다. 카테고리는 DOSE, severity는 C로 표시되어 있는데 이 알람이 정확히 어떤 상태에서 발생하는지, 임계치 조건과 우리 설비 타입(HCI)에 적용 가능한지 알람코드설명서 §AC-DOSE-C-001를 인용해서 알려주세요 Trend Chart에서 최근 24시간 추이를 확인해 봤는데 명확한 spike는 없어 보였고, Critical 단계라 즉시 답변 부탁드립니다.",OP,U0018,IMP-HCI-02,DOSE-C-001,알람 코드 의미 문의,URGENT,2026-04-18 13:03:41,N,filler,N,alarm_code_guide.md#sec-AC-DOSE-C-001,
VOC-2026-0106,이전에 등록한 VOC들의 현재 단계 일괄 확인 요청,FDC 시스템 사용자 기준으로 문의드립니다. 제가 3일 전 등록한 VOC가 아직 OPEN/IN_PROGRESS 단계에서 변동이 없어 보입니다. Critical 단계라 즉시 답변 부탁드립니다.,OP,U0014,,,VOC 처리 상태 문의,URGENT,2026-04-08 04:35:33,N,filler,N,system_user_manual.md#sec-SM-VOC-002|operation_policy.md#sec-POL-SLA-001,
VOC-2026-0107,이전에 등록한 VOC들의 현재 단계 일괄 확인 요청,"조유진(PROC_ENG) 입니다. 어제부터 간헐적으로 발생한 상황이고, 제가 3일 전 등록한 VOC가 아직 OPEN/IN_PROGRESS 단계에서 변동이 없어 보입니다. 어떤 순서로 점검하면 좋을지 안내 부탁드립니다.",PROC_ENG,U0010,,,VOC 처리 상태 문의,NORMAL,2026-05-07 12:17:01,N,filler,N,system_user_manual.md#sec-SM-VOC-002|operation_policy.md#sec-POL-SLA-001,
VOC-2026-0108,등록 후 2일 지난 VOC 처리 상태 문의,"FDC 시스템 사용자 기준으로 문의드립니다. 오늘 오전 9시경부터 발생한 상황이고, 제가 2일 전 등록한 VOC가 아직 OPEN/IN_PROGRESS 단계에서 변동이 없어 보입니다. 관련 SOP가 있으면 알려주시면 감사하겠습니다.",EQ_ENG,U0003,,,VOC 처리 상태 문의,NORMAL,2026-04-19 03:22:11,N,filler,N,system_user_manual.md#sec-SM-VOC-002|operation_policy.md#sec-POL-SLA-001,
VOC-2026-0109,내 VOC 화면에서 상태가 바뀌지 않습니다,"FDC 시스템 사용자 기준으로 문의드립니다. 오전 PM 작업 직후 발생한 상황이고, 제가 4일 전 등록한 VOC가 아직 OPEN/IN_PROGRESS 단계에서 변동이 없어 보입니다. 관련 SOP가 있으면 알려주시면 감사하겠습니다.",OP,U0016,,,VOC 처리 상태 문의,NORMAL,2026-05-13 13:50:38,N,filler,N,system_user_manual.md#sec-SM-VOC-002|operation_policy.md#sec-POL-SLA-001,
VOC-2026-0110,내 VOC 화면에서 상태가 바뀌지 않습니다,"현장1팀 소속 운영자입니다. 오늘 오전 9시경부터 발생한 상황이고, 제가 5일 전 등록한 VOC가 아직 OPEN/IN_PROGRESS 단계에서 변동이 없어 보입니다. 근무시간 내 답변 부탁드립니다.",FIELD,U0020,,,VOC 처리 상태 문의,LOW,2026-04-01 08:16:31,N,filler,N,system_user_manual.md#sec-SM-VOC-002|operation_policy.md#sec-POL-SLA-001,
VOC-2026-0111,내 VOC 화면에서 상태가 바뀌지 않습니다,"FDC 시스템 사용자 기준으로 문의드립니다. 방금 직전 lot 종료 후 발생한 상황이고, 제가 1일 전 등록한 VOC가 아직 OPEN/IN_PROGRESS 단계에서 변동이 없어 보입니다. 어떤 순서로 점검하면 좋을지 안내 부탁드립니다.",PROC_ENG,U0012,,,VOC 처리 상태 문의,NORMAL,2026-04-12 02:20:28,N,filler,N,system_user_manual.md#sec-SM-VOC-002|operation_policy.md#sec-POL-SLA-001,
VOC-2026-0112,내 VOC 화면에서 상태가 바뀌지 않습니다,"FDC 시스템 사용자 기준으로 문의드립니다. 지난 주말 PM 이후 발생한 상황이고, 제가 5일 전 등록한 VOC가 아직 OPEN/IN_PROGRESS 단계에서 변동이 없어 보입니다. 어떤 순서로 점검하면 좋을지 안내 부탁드립니다.",EQ_ENG,U0002,,,VOC 처리 상태 문의,NORMAL,2026-04-27 12:01:04,N,filler,N,system_user_manual.md#sec-SM-VOC-002|operation_policy.md#sec-POL-SLA-001,
VOC-2026-0113,내 VOC 화면에서 상태가 바뀌지 않습니다,"정하은(EQ_ENG) 입니다. 오늘 오전 9시경부터 발생한 상황이고, 제가 1일 전 등록한 VOC가 아직 OPEN/IN_PROGRESS 단계에서 변동이 없어 보입니다. 오늘 안에는 회신 부탁드립니다.",EQ_ENG,U0005,,,VOC 처리 상태 문의,HIGH,2026-04-11 13:45:29,N,filler,N,system_user_manual.md#sec-SM-VOC-002|operation_policy.md#sec-POL-SLA-001,
VOC-2026-0114,등록 후 2일 지난 VOC 처리 상태 문의,"FDC 시스템 사용자 기준으로 문의드립니다. 지난 주말 PM 이후 발생한 상황이고, 제가 2일 전 등록한 VOC가 아직 OPEN/IN_PROGRESS 단계에서 변동이 없어 보입니다. 어떤 순서로 점검하면 좋을지 안내 부탁드립니다.",FIELD,U0019,,,VOC 처리 상태 문의,NORMAL,2026-05-14 10:26:05,N,filler,N,system_user_manual.md#sec-SM-VOC-002|operation_policy.md#sec-POL-SLA-001,
VOC-2026-0115,이전에 등록한 VOC들의 현재 단계 일괄 확인 요청,"FDC 시스템 사용자 기준으로 문의드립니다. 방금 직전 lot 종료 후 발생한 상황이고, 제가 3일 전 등록한 VOC가 아직 OPEN/IN_PROGRESS 단계에서 변동이 없어 보입니다. 조치 방향과 추가로 확인할 항목이 있으면 알려주세요.",EQ_ENG,U0007,,,VOC 처리 상태 문의,NORMAL,2026-05-07 21:40:21,N,filler,N,system_user_manual.md#sec-SM-VOC-002|operation_policy.md#sec-POL-SLA-001,

