alarm_event_id,occurred_at,equipment_id,chamber,alarm_code,severity,duration_sec,status,recipe_id,lot_id
AE-20260502-0418,2026-05-02 05:39:14,IMP-MCI-01,,HV-W-001,W,64,CLEARED,R-MCI-01,LOT-20260502-140
AE-20260502-0419,2026-05-02 07:38:19,THIN-CVD-02,CH-B,COMM-W-001,W,41,CLEARED,R-CVD-08,LOT-20260502-124
AE-20260502-0420,2026-05-02 15:29:15,DIFF-RTP-01,CH-A,COMM-M-001,M,168,CLEARED,,LOT-20260502-046
AE-20260502-0421,2026-05-02 16:12:29,CMP-POL-03,,COMM-H-001,H,521,CLEARED,,LOT-20260502-012
AE-20260503-0422,2026-05-03 00:26:42,THIN-CVD-02,CH-A,VAC-W-001,W,33,ACKNOWLEDGED,R-CVD-06,
AE-20260503-0423,2026-05-03 02:28:53,PHOTO-CTR-02,,REC-M-001,M,163,CLEARED,R-CTR-06,LOT-20260503-059
AE-20260503-0424,2026-05-03 04:38:19,THIN-CVD-03,CH-A,MECH-W-001,W,116,CLEARED,R-CVD-17,LOT-20260503-186
AE-20260503-0425,2026-05-03 09:06:20,DIFF-FUR-03,Z2,TEMP-H-002,H,328,CLEARED,R-FUR-22,LOT-20260503-045
AE-20260503-0426,2026-05-03 15:47:28,PHOTO-CTR-01,,REC-H-001,H,468,CLEARED,R-CTR-29,LOT-20260503-040
AE-20260503-0427,2026-05-03 16:20:03,CMP-POL-03,,MECH-W-001,W,85,CLEARED,R-POL-28,
AE-20260504-0428,2026-05-04 02:52:37,DIFF-FUR-02,Z4,GAS-W-001,W,38,ACKNOWLEDGED,R-FUR-17,LOT-20260504-170
AE-20260504-0429,2026-05-04 04:37:50,DIFF-FUR-02,Z2,TEMP-M-001,M,204,CLEARED,R-FUR-27,LOT-20260504-041
AE-20260504-0430,2026-05-04 07:41:54,THIN-CVD-02,CH-B,VAC-H-001,H,349,CLEARED,,LOT-20260504-013
AE-20260504-0431,2026-05-04 14:48:38,THIN-CVD-01,CH-A,FLOW-H-001,H,853,CLEARED,R-CVD-07,
AE-20260504-0432,2026-05-04 21:39:16,CLN-WET-01,,REC-W-001,W,22,ACKNOWLEDGED,R-CLN-09,
AE-20260504-0433,2026-05-04 22:43:07,THIN-CVD-02,CH-A,GAS-W-001,W,97,CLEARED,R-CVD-21,
AE-20260504-0434,2026-05-04 23:45:23,DIFF-FUR-02,Z2,GAS-W-001,W,107,CLEARED,R-FUR-16,
AE-20260505-0435,2026-05-05 00:37:39,PHOTO-SCN-01,,REC-H-001,H,163,CLEARED,R-SCN-23,LOT-20260505-176
AE-20260505-0436,2026-05-05 13:04:31,ETCH-DRY-02,CH-B,GAS-H-001,H,622,CLEARED,R-DRY-16,
AE-20260505-0437,2026-05-05 14:45:06,MTL-INS-01,,COMM-M-001,M,148,CLEARED,R-INS-29,LOT-20260505-187
AE-20260506-0438,2026-05-06 07:31:13,CMP-POL-03,,CHEM-W-001,W,57,CLEARED,R-POL-27,
AE-20260506-0439,2026-05-06 07:32:36,IMP-MCI-01,,COMM-W-001,W,20,CLEARED,R-MCI-15,
AE-20260506-0440,2026-05-06 19:06:39,ETCH-DRY-03,CH-B,COMM-H-001,H,390,CLEARED,R-DRY-22,LOT-20260506-007
AE-20260506-0441,2026-05-06 19:34:02,DIFF-FUR-02,Z1,GAS-M-001,M,25,CLEARED,R-FUR-30,
AE-20260506-0442,2026-05-06 22:54:21,MTL-MES-01,,COMM-W-001,W,120,CLEARED,,LOT-20260506-083
AE-20260507-0443,2026-05-07 01:19:02,DIFF-FUR-02,Z5,TEMP-M-001,M,244,CLEARED,R-FUR-17,
AE-20260507-0444,2026-05-07 01:56:01,MTL-MES-02,,MECH-H-001,H,305,CLEARED,R-MES-27,LOT-20260507-034
AE-20260507-0445,2026-05-07 23:41:00,IMP-HCI-01,,DOSE-W-001,W,25,CLEARED,R-HCI-17,LOT-20260507-036
AE-20260508-0446,2026-05-08 01:05:52,THIN-CVD-02,CH-B,GAS-H-001,H,461,CLEARED,R-CVD-07,LOT-20260508-164
AE-20260508-0447,2026-05-08 03:39:13,DIFF-FUR-02,Z3,TEMP-W-001,W,41,CLEARED,,LOT-20260508-180
AE-20260508-0448,2026-05-08 04:28:51,THIN-PVD-01,CH-C,COMM-M-001,M,158,CLEARED,R-PVD-15,
AE-20260508-0449,2026-05-08 05:17:30,THIN-CVD-01,CH-B,VAC-W-001,W,113,ACKNOWLEDGED,,
AE-20260508-0450,2026-05-08 05:54:31,THIN-CVD-02,CH-A,MECH-W-001,W,41,CLEARED,R-CVD-06,LOT-20260508-157
AE-20260508-0451,2026-05-08 06:39:13,ETCH-DRY-02,CH-A,MECH-W-001,W,30,CLEARED,R-DRY-15,
AE-20260508-0452,2026-05-08 09:00:58,THIN-CVD-02,CH-B,COMM-M-001,M,250,CLEARED,R-CVD-01,LOT-20260508-032
AE-20260508-0453,2026-05-08 13:01:31,MTL-MES-01,,MECH-H-001,H,890,CLEARED,R-MES-05,
AE-20260508-0454,2026-05-08 14:57:31,ETCH-DRY-03,CH-D,PRES-W-001,W,12,CLEARED,R-DRY-13,LOT-20260508-101
AE-20260508-0455,2026-05-08 17:53:31,PHOTO-CTR-02,,COMM-W-001,W,115,CLEARED,,LOT-20260508-197
AE-20260508-0456,2026-05-08 17:57:53,ETCH-DRY-01,CH-B,MECH-W-001,W,33,ACKNOWLEDGED,R-DRY-13,LOT-20260508-186
AE-20260508-0457,2026-05-08 18:18:32,DIFF-FUR-02,Z1,REC-M-001,M,285,CLEARED,R-FUR-15,LOT-20260508-059
AE-20260508-0458,2026-05-08 19:59:51,ETCH-DRY-02,CH-B,MECH-H-001,H,110,CLEARED,,LOT-20260508-070
AE-20260509-0459,2026-05-09 00:52:36,CLN-WET-01,,REC-W-001,W,8,CLEARED,,LOT-20260509-143
AE-20260509-0460,2026-05-09 02:55:05,MTL-MES-01,,COMM-W-001,W,48,ACKNOWLEDGED,,
AE-20260509-0461,2026-05-09 05:31:09,PHOTO-CTR-02,,COMM-M-001,M,227,CLEARED,,LOT-20260509-023
AE-20260509-0462,2026-05-09 12:56:56,DIFF-FUR-02,Z2,COMM-H-001,H,677,CLEARED,R-FUR-24,
AE-20260509-0463,2026-05-09 15:01:24,THIN-PVD-01,CH-C,COMM-M-001,M,208,CLEARED,R-PVD-02,LOT-20260509-196
AE-20260509-0464,2026-05-09 22:02:18,ETCH-DRY-01,CH-B,COMM-W-001,W,49,CLEARED,,
AE-20260510-0465,2026-05-10 01:30:10,ETCH-DRY-03,CH-A,TEMP-H-001,H,880,CLEARED,R-DRY-06,
AE-20260510-0466,2026-05-10 04:01:07,IMP-HCI-02,,MECH-H-001,H,397,CLEARED,R-HCI-06,LOT-20260510-098
AE-20260510-0467,2026-05-10 04:17:18,DIFF-RTP-01,CH-A,TEMP-H-001,H,206,CLEARED,R-RTP-30,LOT-20260510-171
AE-20260510-0468,2026-05-10 13:50:45,CMP-POL-02,,REC-W-001,W,31,CLEARED,R-POL-14,LOT-20260510-045
AE-20260510-0469,2026-05-10 15:57:07,PHOTO-SCN-01,,REC-M-001,M,17,ACKNOWLEDGED,R-SCN-18,
AE-20260510-0470,2026-05-10 17:04:41,ETCH-WET-01,,REC-W-001,W,35,OPEN,,LOT-20260510-125
AE-20260510-0471,2026-05-10 18:05:38,ETCH-DRY-03,CH-B,COMM-H-001,H,299,CLEARED,R-DRY-15,LOT-20260510-121
AE-20260511-0472,2026-05-11 08:36:19,THIN-CVD-02,CH-A,PRES-W-001,W,73,CLEARED,R-CVD-27,LOT-20260511-027
AE-20260511-0473,2026-05-11 14:07:53,CMP-POL-01,,COMM-W-001,W,71,CLEARED,,
AE-20260511-0474,2026-05-11 14:29:41,THIN-CVD-01,CH-A,FLOW-H-001,H,277,CLEARED,,LOT-20260511-073
AE-20260511-0475,2026-05-11 15:46:31,THIN-CVD-02,CH-B,VAC-W-001,W,83,CLEARED,,LOT-20260511-105
AE-20260511-0476,2026-05-11 17:23:46,CMP-POL-03,,REC-H-001,H,857,CLEARED,R-POL-22,
AE-20260511-0477,2026-05-11 18:52:04,DIFF-FUR-02,Z3,COMM-W-001,W,44,CLEARED,R-FUR-04,LOT-20260511-101
AE-20260511-0478,2026-05-11 21:54:49,IMP-HCI-01,,HV-W-001,W,50,CLEARED,,LOT-20260511-078
AE-20260511-0479,2026-05-11 23:42:40,THIN-CVD-03,CH-A,GAS-W-001,W,100,CLEARED,,
AE-20260512-0480,2026-05-12 05:29:57,PHOTO-SCN-01,,COMM-H-001,H,345,CLEARED,R-SCN-23,LOT-20260512-088
AE-20260512-0481,2026-05-12 09:57:35,ETCH-DRY-03,CH-C,RF-H-001,H,577,CLEARED,,LOT-20260512-184
AE-20260512-0482,2026-05-12 10:00:24,MTL-INS-02,,COMM-W-001,W,79,CLEARED,R-INS-25,LOT-20260512-070
AE-20260512-0483,2026-05-12 11:22:16,DIFF-FUR-02,Z2,TEMP-H-002,H,372,CLEARED,,LOT-20260512-183
AE-20260512-0484,2026-05-12 12:34:51,ETCH-DRY-03,CH-B,TEMP-W-001,W,88,OPEN,R-DRY-03,
AE-20260512-0485,2026-05-12 16:52:25,ETCH-WET-01,,COMM-W-001,W,12,OPEN,R-WET-27,
AE-20260512-0486,2026-05-12 22:22:00,DIFF-FUR-03,Z2,TEMP-M-001,M,73,CLEARED,,LOT-20260512-101
AE-20260512-0487,2026-05-12 23:49:42,THIN-CVD-02,CH-B,REC-H-001,H,263,CLEARED,R-CVD-04,
AE-20260513-0488,2026-05-13 08:41:02,CLN-WET-01,,MECH-H-001,H,125,CLEARED,R-CLN-28,LOT-20260513-136
AE-20260513-0489,2026-05-13 09:26:08,MTL-INS-01,,COMM-H-001,H,324,CLEARED,,LOT-20260513-135
AE-20260513-0490,2026-05-13 10:55:55,DIFF-FUR-02,Z5,GAS-M-001,M,277,CLEARED,R-FUR-15,
AE-20260513-0491,2026-05-13 16:40:30,ETCH-DRY-03,CH-D,TEMP-W-001,W,79,CLEARED,R-DRY-23,LOT-20260513-042
AE-20260513-0492,2026-05-13 19:49:35,PHOTO-CTR-02,,COMM-W-001,W,11,CLEARED,,
AE-20260513-0493,2026-05-13 20:32:31,CLN-WET-02,,CHEM-H-001,H,172,ACKNOWLEDGED,,
AE-20260513-0494,2026-05-13 23:48:10,PHOTO-SCN-03,,COMM-M-001,M,153,CLEARED,R-SCN-01,
AE-20260514-0495,2026-05-14 03:42:55,PHOTO-SCN-03,,COMM-W-001,W,104,CLEARED,,
AE-20260514-0496,2026-05-14 05:08:32,IMP-MCI-01,,HV-W-001,W,67,CLEARED,R-MCI-26,
AE-20260514-0497,2026-05-14 15:51:44,CMP-POL-01,,MECH-H-001,H,763,CLEARED,R-POL-15,
AE-20260514-0498,2026-05-14 17:27:34,MTL-MES-02,,COMM-W-001,W,110,CLEARED,R-MES-10,LOT-20260514-192
AE-20260514-0499,2026-05-14 18:18:08,MTL-INS-01,,MECH-H-001,H,369,ACKNOWLEDGED,,
AE-20260514-0500,2026-05-14 21:03:42,MTL-INS-01,,MECH-H-001,H,481,CLEARED,R-INS-19,
